id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Estimated_Retail,ROI,Final_Offers
9507,2.01,,SI2,H,Excellent,,,8.12x8.17x4.98,Excellent,Russia,Princess,Excellent,,2,,21922.349761904752,0.0,29156.81751984127,inf,0.0
9508,2.01,AGSL,SI1,H,Excellent,62.3,False,8.03x8.08x5.02,Excellent,Russia,Princess,Excellent,59.0,2,,24634.21523809524,0.0,35184.2,inf,0.0
9509,1.36,AGSL,VS2,L,Excellent,58.0,False,7.05x7.21x4.14,Good,DR Congo,Round,Fair,43.0,3,,0.0,0.0,9506.335,inf,0.0
9510,1.66,AGSL,VS1,G,Excellent,62.2,False,7.54x7.58x4.7,Excellent,Russia,Round,Excellent,57.0,2,,24876.275,0.0,30431.15,inf,0.0
9511,1.02,AGSL,SI2,H,Very good,,,6.6x6.61x3.9,Excellent,Botswana,Round,Very good,,3,,5722.215833333333,5722.215833333333,9217.87,0.6108917014810262,5722.215833333333
9512,1.3,AGSL,VS1,F,Very good,60.0,,7.05x7.08x4.24,Very good,Russia,Round,Good,62.0,3,,16204.736428571427,0.0,26461.772142857146,inf,0.0
9513,1.89,AGSL,IF,D,Excellent,62.4,,7.88x7.95x4.94,Excellent,DR Congo,Round,Excellent,,2,,0.0,0.0,65181.2,inf,0.0
9514,1.89,AGSL,SI1,I,Excellent,59.8,,8.03x8.06x4.81,Excellent,South Africa,Princess,Excellent,60.0,2,,18694.6,0.0,23397.95,inf,0.0
9515,3.06,AGSL,SI2,H,Very good,62.2,,9.24x9.3x5.77,Excellent,Australia,Round,Very good,,2,,45737.35,0.0,67693.5,inf,0.0
9516,5.06,AGSL,SI2,K,Very good,63.9,,10.74x10.84x6.9,Excellent,Canada,Round,Very good,,2,,82386.05,0.0,121733.55,inf,0.0
9517,0.63,AGSL,SI2,F,Excellent,61.3,False,5.52x5.47x3.37,Excellent,Russia,Round,Excellent,59.0,2,,1890.2533333333333,0.0,3147.766666666667,inf,0.0
9518,0.63,AGSL,VS1,E,Good,59.8,,5.52x5.59x3.32,Good,Russia,Round,Good,,1,,3196.45,0.0,4879.55,inf,0.0
9519,0.43,AGSL,SI1,D,Very good,59.3,,4.98x4.95x2.95,Very good,Australia,Pear,Very good,60.0,1,,1296.7666666666667,0.0,1972.3800000000003,inf,0.0
9520,0.43,AGSL,SI1,H,Very good,,False,5.01x4.97x2.95,Very good,Other/Unknown,Oval,Excellent,62.0,1,,960.325,0.0,1457.2866666666666,inf,0.0
9521,0.43,AGSL,VS2,E,Very good,58.2,,4.92x4.96x2.87,Very good,Russia,Round,Good,,1,,1358.8,0.0,2161.4408333333336,inf,0.0
9522,1.77,AGSL,VS1,F,Excellent,62.5,,7.68x7.73x4.82,Excellent,Russia,Round,Excellent,58.0,2,,31787.9,0.0,40504.85,inf,0.0
9523,3.51,AGSL,SI1,I,Excellent,,False,9.92x9.94x5.89,Excellent,DR Congo,Oval,Excellent,60.0,2,,0.0,0.0,78686.8,inf,0.0
9524,0.61,,SI1,D,Excellent,62.6,,5.42x5.45x3.4,Excellent,Botswana,Round,Excellent,56.0,1,,2449.589226190476,0.0,3863.6207738095236,inf,0.0
9525,1.76,AGSL,VVS1,J,Excellent,,,7.76x7.79x4.77,Excellent,Canada,Emerald,Excellent,,4,,16700.675,0.0,20714.13333333333,inf,0.0
9526,1.05,GemEx,SI2,H,Excellent,62.0,,6.5x6.47x4.02,Excellent,DR Congo,Round,Excellent,,1,,0.0,0.0,8672.190833333334,inf,0.0
9527,0.8,AGSL,SI1,D,Very good,63.5,,5.83x5.81x3.68,Excellent,Botswana,Round,Excellent,56.0,1,,4675.2,0.0,7533.028571428572,inf,0.0
9528,0.8,,SI1,E,Very good,,,5.96x5.93x3.66,Very good,Angola,Round,Very good,,1,,0.0,0.0,6495.757063492064,inf,0.0
9529,0.8,GemEx,VS1,F,Excellent,,,6x5.96x3.65,Very good,Russia,ROUND,Excellent,,1,,5297.535,5297.535,8494.816666666668,0.6035413955106795,5297.535
9530,2.04,AGSL,SI1,J,Excellent,62.3,,8.12x8.09x5.05,Excellent,Botswana,Radiant,Excellent,56.0,2,,20433.210000000003,0.0,26631.935,inf,0.0
9531,0.62,,SI1,E,Excellent,61.9,,5.48x5.49x3.4,Excellent,Russia,Round,Excellent,,1,,2435.1055357142855,0.0,3846.4197619047613,inf,0.0
9532,0.62,AGSL,SI1,F,Very good,61.4,,5.42x5.45x3.34,Very good,DR Congo,Round,Excellent,57.0,1,,0.0,0.0,3439.3583333333336,inf,0.0
9533,1.85,AGSL,SI1,F,Excellent,62.3,,7.8x7.83x4.87,Excellent,Russia,Emerald,Excellent,56.0,2,,22807.5,0.0,34340.925,inf,0.0
9534,1.85,AGSL,VS2,D,Excellent,62.4,,7.8x7.85x4.88,Excellent,Canada,Round,Excellent,56.0,2,,31244.35,0.0,45052.95,inf,0.0
9535,1.85,AGSL,VS1,E,Excellent,62.4,,7.81x7.85x4.88,Excellent,Russia,Emerald,Excellent,59.0,2,,32353.156666666666,0.0,45925.9,inf,0.0
9536,1.85,AGSL,I1,H,Good,59.5,,7.89x7.99x4.72,Good,Botswana,Round,Good,66.0,2,,22076.71,0.0,29583.25,inf,0.0
9537,2.31,AGSL,SI2,J,Excellent,62.3,,8.41x8.45x5.25,Excellent,Australia,Emerald,Excellent,57.0,2,,21775.3,0.0,30314.4,inf,0.0
9538,0.8,GemEx,SI1,F,Excellent,62.9,,5.92x5.9x3.72,Excellent,DR Congo,Round,Excellent,55.0,1,,0.0,0.0,1575.791666666667,inf,0.0
9539,0.52,AGSL,SI2,F,Excellent,63.1,False,5.1x5.13x3.23,Excellent,Angola,Marquise,Excellent,54.0,1,,0.0,0.0,2229.4523809523807,inf,0.0
9540,3.02,AGSL,SI2,D,Excellent,62.9,,9.19x9.27x5.8,Excellent,Canada,Round,Very good,55.0,2,,66365.8,0.0,87141.35,inf,0.0
9541,3.02,AGSL,VS1,G,Excellent,61.1,,9.31x9.33x5.69,Excellent,Canada,Round,Excellent,,2,,75846.675,0.0,105985.775,inf,0.0
9542,3.02,AGSL,VS2,H,Excellent,62.0,,9.23x9.27x5.73,Excellent,Canada,Round,Excellent,,2,,67898.55,0.0,86804.99583333332,inf,0.0
9543,0.7,AGSL,VS1,I,Very good,63.2,,5.55x5.62x3.53,Very good,Botswana,Round,Very good,56.0,2,,2766.691666666667,0.0,4117.3,inf,0.0
9544,0.79,AGSL,VS2,F,Excellent,62.9,,5.9x5.84x3.69,Excellent,Zimbabwe,Round,Excellent,58.0,1,,0.0,0.0,5067.228095238095,inf,0.0
9545,1.75,AGSL,VS2,H,Excellent,61.5,,7.7x7.75x4.75,Excellent,South Africa,Asscher,Excellent,58.0,2,,18400.66,0.0,29711.25,inf,0.0
9546,1.75,AGSL,SI1,I,Excellent,,False,7.67x7.71x4.79,Excellent,Russia,Asscher,Excellent,,4,,16238.55,0.0,22681.233333333334,inf,0.0
9547,1.75,AGSL,VS2,H,Excellent,60.5,,7.78x7.82x4.72,Excellent,South Africa,Round,Excellent,,2,,18400.66,0.0,29711.25,inf,0.0
9548,0.61,AGSL,VS2,J,Excellent,,,5.56x5.54x3.29,Excellent,Botswana,Round,Very good,,1,,1518.3875,0.0,2134.6499999999996,inf,0.0
9549,0.61,AGSL,VS2,I,Very good,63.6,,5.31x5.35x3.39,Excellent,South Africa,Pear,Excellent,56.0,1,,1988.4783333333332,0.0,3202.32,inf,0.0
9550,0.79,AGSL,VS2,D,Excellent,61.6,False,5.92x5.98x3.67,Very good,Botswana,Marquise,Very good,58.0,3,,5174.727499999999,5174.727499999999,8513.275,0.645163924090689,5174.727499999999
9551,0.79,AGSL,SI1,F,Very good,57.9,,6.07x6.16x3.54,Very good,Botswana,Round,Good,59.0,1,,3499.0111111111114,0.0,4964.297222222222,inf,0.0
9552,1.2,AGSL,SI2,E,Excellent,62.2,,6.74x6.79x4.21,Excellent,Botswana,Round,Very good,60.0,2,,10500.433333333332,10500.433333333332,14540.4,0.38474285188230334,10500.433333333332
9553,1.2,AGSL,SI2,I,Very good,62.9,True,6.69x6.72x4.22,Excellent,DR Congo,Round,Very good,57.0,2,,0.0,0.0,10047.255238095237,inf,0.0
9554,0.5,AGSL,SI1,H,Good,61.5,,5.02x5.04x3.09,Good,DR Congo,Round,Good,,1,,0.0,0.0,2117.294880952381,inf,0.0
9555,0.5,GemEx,VS2,E,Good,62.0,,5.07x5.1x3.15,Very good,Other/Unknown,Round,Very good,,2,,1946.1885714285713,0.0,3071.1641666666665,inf,0.0
9556,0.5,AGSL,SI1,K,Very good,61.7,,5.07x5.08x3.13,Excellent,Russia,Emerald,Very good,60.0,1,,1048.05,0.0,1730.65,inf,0.0
9557,0.5,AGSL,SI2,G,Excellent,61.2,,5.11x5.09x3.12,Excellent,Botswana,Emerald,Excellent,58.0,1,,1378.4497727272726,0.0,2065.466666666667,inf,0.0
9558,0.5,AGSL,SI2,D,Very good,62.4,,5.1x5.08x3.18,Excellent,Russia,Radiant,Excellent,52.0,1,,1486.1450992063494,0.0,2396.541646825397,inf,0.0
9559,0.5,AGSL,VS2,H,Very good,62.5,,5.03x5.07x3.16,Very good,Botswana,Round,Very good,,1,,1614.75,0.0,2498.983333333333,inf,0.0
9560,3.29,AGSL,SI1,G,Excellent,61.4,,9.55x9.59x5.87,Excellent,Russia,Princess,Excellent,58.0,2,,68706.45,0.0,123462.4,inf,0.0
9561,1.81,AGSL,SI1,G,Excellent,62.2,,7.75x7.85x4.84,Excellent,Botswana,ROUND,Excellent,59.0,3,,20366.025,0.0,32383.4125,inf,0.0
9562,1.81,AGSL,VS1,E,Excellent,59.9,,7.9x7.94x4.75,Excellent,Russia,Emerald,Excellent,60.0,2,,32887.306666666664,0.0,49321.45,inf,0.0
9563,0.78,AGSL,SI2,D,Very good,62.5,,5.82x5.88x3.66,Excellent,Botswana,Round,Very good,,1,,4037.37,0.0,5573.221666666666,inf,0.0
9564,1.0,AGSL,VS2,G,Excellent,,,6.46x6.4x3.98,Very good,Canada,Radiant,Very good,,2,,7979.4125,7979.4125,12245.501666666667,0.5346370007399249,7979.4125
9565,0.79,AGSL,SI2,H,Very good,59.1,,6.03x6x3.56,Excellent,Australia,Round,Excellent,63.0,1,,2808.024166666666,0.0,4614.033333333334,inf,0.0
9566,3.03,AGSL,SI2,H,Excellent,61.8,False,9.24x9.26x5.72,Excellent,Other/Unknown,Emerald,Excellent,60.0,2,,45120.95,0.0,66450.25,inf,0.0
9567,3.03,GemEx,I1,K,Good,65.8,,8.9x8.92x5.86,Very good,DR Congo,Round,Excellent,61.0,4,,0.0,0.0,46939.54041666667,inf,0.0
9568,1.01,AGSL,VS2,H,Very good,62.8,,6.38x6.33x3.99,Excellent,DR Congo,Marquise,Excellent,59.0,2,,0.0,0.0,8605.98761904762,inf,0.0
9569,1.01,AGSL,SI2,H,Good,64.1,,6.27x6.23x4.01,Excellent,Russia,Pear,Very good,59.0,1,,5609.363547826657,5609.363547826657,9451.832270789928,0.6850097502509054,5609.363547826657
9570,1.01,AGSL,SI2,G,Excellent,62.5,,6.43x6.38x4,Excellent,South Africa,Pear,Excellent,58.0,2,,5734.404436813186,5734.404436813186,8796.682916666667,0.5340185739594081,5734.404436813186
9571,1.01,AGSL,SI1,F,Very good,63.3,False,6.35x6.31x4.01,Excellent,Angola,Princess,Good,58.0,2,,0.0,0.0,12104.327440476192,inf,0.0
9572,1.01,AGSL,SI2,G,Excellent,62.5,,6.4x6.42x4.01,Very good,Russia,Oval,Excellent,57.0,2,,6181.041511421819,6181.041511421819,10129.753114374354,0.6388424338609913,6181.041511421819
9573,2.42,GemEx,VS2,E,Excellent,62.9,,8.52x8.59x5.38,Excellent,Russia,Oval,Excellent,57.0,2,,53282.04166666667,0.0,76650.9625,inf,0.0
9574,0.91,AGSL,I1,E,Good,62.8,,6.03x6.13x3.82,Excellent,DR Congo,Pear,Very good,61.0,2,,0.0,0.0,7593.405833333332,inf,0.0
9575,2.41,AGSL,SI2,H,Excellent,61.5,,8.53x8.57x5.26,Excellent,Russia,Asscher,Excellent,60.0,2,,28678.35666666667,0.0,27444.45,inf,0.0
9576,0.9,AGSL,VS2,E,Very good,62.7,,6.1x6.18x3.85,Very good,South Africa,Princess,Good,61.0,1,,6621.825476190477,6621.825476190477,9941.306666666667,0.5012939713394381,6621.825476190477
9577,0.9,AGSL,SI2,D,Good,64.6,,5.99x6.01x3.88,Very good,Botswana,Round,Excellent,,2,,6252.114999999999,6252.114999999999,9102.151666666667,0.4558516064830331,6252.114999999999
9578,0.9,AGSL,SI2,E,Very good,62.6,,6.13x6.14x3.84,Excellent,DR Congo,Round,Excellent,57.0,2,,0.0,0.0,7650.678809523811,inf,0.0
9579,0.9,AGSL,SI2,G,Very good,64.0,,6.05x6.1x3.88,Excellent,Other/Unknown,Oval ,Very good,54.0,1,,5225.545,5225.545,7761.325833333332,0.48526628960870727,5225.545
9580,2.09,AGSL,SI2,J,Excellent,59.8,,8.32x8.36x4.98,Excellent,Botswana,Emerald,Excellent,59.0,3,,18770.291666666668,0.0,26840.0375,inf,0.0
9581,1.2,AGSL,SI1,H,Very good,,False,6.75x6.68x4.23,Very good,Botswana,Round,Very good,59.0,2,,9727.375,9727.375,13397.471666666665,0.3772956904269307,9727.375
9582,2.01,AGSL,SI1,I,Excellent,62.0,,8.02x8.07x4.99,Excellent,Botswana,Round,Excellent,,2,,21389.558333333334,0.0,31681.1075,inf,0.0
9583,2.01,AGSL,VVS2,I,Very good,58.8,,8.23x8.34x4.87,Very good,Russia,Round,Very good,63.0,4,,24236.857916666675,0.0,30565.944027777783,inf,0.0
9584,2.01,AGSL,VS1,H,Excellent,61.2,,8.09x8.12x4.96,Excellent,Botswana,Round,Excellent,57.0,4,,35801.1625,0.0,48021.015,inf,0.0
9585,2.01,AGSL,SI1,H,Excellent,61.4,,8.08x8.13x4.97,Excellent,Other/Unknown,Round,Excellent,57.0,2,,25852.93,0.0,37532.7,inf,0.0
9586,2.01,AGSL,SI2,I,Excellent,62.1,,8.07x8.1x5.02,Excellent,Australia,Round,Excellent,57.0,3,,19277.99166666667,0.0,24912.1375,inf,0.0
9587,2.01,AGSL,SI2,F,Excellent,60.0,,8.2x8.24x4.93,Excellent,Russia,Round,Excellent,58.0,2,,25412.575,0.0,34420.25,inf,0.0
9588,2.01,AGSL,VS1,D,Excellent,60.5,,8.15x8.24x4.96,Excellent,DR Congo,Round,Very good,58.0,2,,0.0,0.0,58286.76166666667,inf,0.0
9589,2.01,AGSL,SI2,F,Excellent,61.4,,8.08x8.12x4.98,Excellent,Russia,Round,Excellent,,2,,25412.575,0.0,34420.25,inf,0.0
9590,2.01,AGSL,SI1,I,Very good,59.7,,8.26x8.3x4.94,Very good,South Africa,Round,Excellent,60.0,2,,21551.744404761903,0.0,25653.333095238097,inf,0.0
9591,2.01,AGSL,SI1,H,Excellent,60.3,,8.09x8.12x4.89,Excellent,Canada,Oval ,Excellent,60.0,4,,25372.945238095243,0.0,37573.45,inf,0.0
9592,2.01,AGSL,SI2,F,Excellent,61.2,,8.01x8.12x4.94,Excellent,Russia,Round,Very good,,2,,25412.575,0.0,34420.25,inf,0.0
9593,2.01,AGSL,SI1,D,Very good,61.4,,8.09x8.15x4.99,Excellent,Russia,Princess,Excellent,,2,,36814.36666666667,0.0,56281.2475,inf,0.0
9594,1.9,AGSL,SI2,J,Excellent,60.2,False,7.96x7.99x4.8,Excellent,Russia,Round,Excellent,60.0,4,,16107.575,0.0,19860.708333333336,inf,0.0
9595,1.9,AGSL,VS2,I,Excellent,60.8,,7.96x7.97x4.84,Excellent,Other/Unknown,Round,Excellent,60.0,4,,18903.466666666667,0.0,25458.88333333333,inf,0.0
9596,1.5,AGSL,SI1,G,Very good,61.7,,7.3x7.35x4.52,Very good,Angola,Round,Very good,,2,,0.0,0.0,21641.025,inf,0.0
9597,1.5,AGSL,SI1,H,Very good,60.0,,7.43x7.47x4.47,Excellent,Canada,Marquise,Very good,58.0,3,,13916.643928571428,13916.643928571428,19259.50825396825,0.38391902191502575,13916.643928571428
9598,1.5,AGSL,SI1,F,Very good,64.5,,7.14x7.2x4.62,Excellent,Australia,Round,Very good,55.0,2,,16391.03583333333,0.0,24704.74166666667,inf,0.0
9599,2.51,AGSL,SI2,H,Very good,60.6,,8.72x8.78x5.3,Very good,South Africa,Round,Very good,59.0,2,,30477.375,0.0,45185.9125,inf,0.0
9600,1.8,AGSL,VS1,G,Excellent,62.8,,7.71x7.75x4.86,Excellent,Russia,Round,Excellent,57.0,4,,24656.50416666667,0.0,38013.435,inf,0.0
9601,1.8,AGSL,SI1,D,Excellent,62.8,False,7.74x7.79x4.87,Excellent,Australia,Round,Excellent,58.0,4,,28461.95,0.0,40603.1,inf,0.0
9602,0.6,AGSL,SI1,J,Excellent,63.1,,5.35x5.38x3.39,Excellent,Botswana,Radiant,Very good,55.0,1,,1546.6843253968254,0.0,2306.1219047619047,inf,0.0
9603,0.6,AGSL,SI2,H,Very good,63.6,,5.35x5.39x3.41,Excellent,Russia,Princess,Very good,56.0,1,,1656.5866666666666,0.0,2512.3083333333334,inf,0.0
9604,1.41,AGSL,VS2,J,Excellent,62.1,,7.18x7.15x4.46,Excellent,Australia,Round,Excellent,56.0,3,,10153.051666666668,10153.051666666668,13952.225,0.37419028860124304,10153.051666666668
9605,1.41,AGSL,IF,D,Excellent,,,7.29x7.24x4.4,Excellent,DR Congo,Round,Excellent,,2,,0.0,0.0,63315.7,inf,0.0
9606,1.42,GemEx,VS2,E,Very good,61.3,,7.16x7.29x4.43,Very good,Botswana,Emerald,Good,,3,,17758.92,0.0,27277.9,inf,0.0
9607,1.04,,SI1,G,Excellent,62.3,,6.42x6.48x4.02,Excellent,Canada,Round,Very good,58.0,2,,7393.166666666668,7393.166666666668,12265.066666666668,0.6589733763159673,7393.166666666668
9608,1.5,AGSL,SI2,G,Very good,,False,7.21x7.19x4.58,Excellent,Russia,Round,Very good,,4,,13061.512499999997,13061.512499999997,19851.664047619048,0.5198595145561474,13061.512499999997
9609,1.71,AGSL,VS2,H,Excellent,59.7,,7.8x7.84x4.67,Excellent,Russia,Round,Excellent,60.0,3,,19739.465,0.0,29625.575,inf,0.0
9610,1.71,AGSL,SI1,K,Excellent,59.7,,7.76x7.79x4.64,Excellent,Australia,Marquise,Excellent,,3,,10895.8,10895.8,15571.0,0.4290827658363774,10895.8
9611,1.63,AGSL,VS2,F,Excellent,,,7.5x7.56x4.69,Excellent,Zimbabwe,Princess,Excellent,57.0,3,,0.0,0.0,33243.80714285714,inf,0.0
9612,1.63,AGSL,VS2,J,Excellent,62.9,,7.43x7.5x4.69,Excellent,Russia,Round,Excellent,58.0,3,,10807.05,10807.05,16047.5,0.4849103131751959,10807.05
9613,1.63,AGSL,VVS2,D,Excellent,60.5,,7.62x7.66x4.62,Excellent,Canada,Round,Excellent,,2,,33770.1,0.0,45055.2125,inf,0.0
9614,1.62,AGSL,SI2,I,Excellent,,True,7.47x7.48x4.71,Excellent,Angola,Emerald,Excellent,,2,,0.0,0.0,8467.85,inf,0.0
9615,1.19,AGSL,SI1,J,Excellent,62.1,,6.77x6.81x4.22,Excellent,Russia,Round,Excellent,57.0,2,,5818.486845238094,5818.486845238094,9340.089583333336,0.6052437397838848,5818.486845238094
9616,1.19,GemEx,SI2,H,Excellent,60.6,,6.85x6.9x4.17,Excellent,Russia,Round,Excellent,58.0,3,,7228.715595238097,7228.715595238097,12073.669583333332,0.6702371844988395,7228.715595238097
9617,1.7,AGSL,SI1,F,Very good,62.8,,7.59x7.62x4.78,Excellent,Botswana,Round,Excellent,57.0,3,,20057.1,0.0,27690.5,inf,0.0
9618,1.7,AGSL,VS1,H,Excellent,62.7,,7.58x7.64x4.77,Excellent,Angola,Round,Excellent,58.0,4,,0.0,0.0,25883.15,inf,0.0
9619,2.34,AGSL,SI1,F,Excellent,61.4,,8.53x8.57x5.25,Excellent,Angola,Round,Excellent,58.0,2,,0.0,0.0,51173.1,inf,0.0
9620,1.54,,SI2,F,Excellent,59.7,,7.52x7.55x4.5,Excellent,DR Congo,Radiant,Excellent,,3,,0.0,0.0,11068.825,inf,0.0
9621,1.53,AGSL,SI1,J,Excellent,60.7,,7.41x7.44x4.51,Excellent,Zimbabwe,Radiant,Excellent,59.0,2,,0.0,0.0,14185.071666666665,inf,0.0
9622,1.57,AGSL,SI1,H,Excellent,62.1,,7.42x7.45x4.62,Excellent,South Africa,Round,Excellent,58.0,3,,14627.95,14627.95,21456.6,0.4668220769144,14627.95
9623,2.33,,SI2,G,Excellent,61.9,,8.48x8.51x5.26,Excellent,Australia,Round,Excellent,56.0,2,,25537.611904761903,0.0,37351.425,inf,0.0
9624,1.5,AGSL,VVS2,F,Excellent,62.5,,7.32x7.36x4.59,Excellent,Russia,Round,Very good,,2,,19780.455833333333,0.0,27083.64666666667,inf,0.0
9625,1.5,GemEx,VS2,F,Excellent,62.7,,7.28x7.33x4.58,Excellent,Canada,Round,Excellent,56.0,4,,20033.57125,0.0,27481.042023809525,inf,0.0
9626,0.9,AGSL,SI1,H,Excellent,,,6.19x6.24x3.78,Excellent,Botswana,Oval,Very good,,1,,4761.561071428571,0.0,7262.710119047619,inf,0.0
9627,0.9,AGSL,SI1,H,Excellent,61.2,,6.19x6.21x3.8,Excellent,Botswana,Round,Excellent,59.0,3,,4761.561071428571,0.0,7262.710119047619,inf,0.0
9628,0.9,AGSL,SI1,G,Excellent,61.4,,6.17x6.21x3.81,Excellent,Australia,Marquise,Excellent,,3,,4856.343333333334,0.0,8256.621666666668,inf,0.0
9629,0.9,AGSL,VS1,J,Excellent,61.7,,6.16x6.2x3.82,Excellent,Botswana,Round,Excellent,59.0,2,,4182.189166666667,0.0,6361.6075,inf,0.0
9630,0.9,AGSL,VS2,F,Excellent,61.8,,6.19x6.21x3.83,Excellent,Canada,Round,Excellent,59.0,2,,6462.445,6462.445,10301.065,0.5939888076416899,6462.445
9631,0.9,AGSL,VS1,J,Excellent,61.9,,6.15x6.19x3.82,Excellent,Russia,Round,Excellent,59.0,2,,4083.9433333333336,0.0,6248.002738095238,inf,0.0
9632,0.9,AGSL,VS1,E,Very good,62.0,,6.13x6.15x3.81,Excellent,Angola,Round,Excellent,59.0,4,,0.0,0.0,8208.232142857143,inf,0.0
9633,0.9,GemEx,SI2,D,Excellent,62.1,False,6.13x6.19x3.82,Very good,DR Congo,Round,Very good,59.0,4,,0.0,0.0,7468.1916666666675,inf,0.0
9634,0.9,AGSL,VS1,E,Very good,,,6.11x6.16x3.82,Very good,Russia,Round,Very good,,4,,6078.642470238095,6078.642470238095,8895.492829115328,0.4634012236562583,6078.642470238095
9635,0.9,AGSL,VS1,G,Excellent,62.4,,6.15x6.18x3.85,Excellent,Russia,Cushion,Excellent,59.0,2,,6214.399166666667,6214.399166666667,8892.439166666667,0.43094109795275193,6214.399166666667
9636,0.9,AGSL,SI1,D,Excellent,62.6,,6.14x6.18x3.85,Very good,Botswana,Marquis,Very good,59.0,4,,6607.896428571428,6607.896428571428,9356.871428571429,0.41601363303969124,6607.896428571428
9637,0.77,AGSL,VVS1,F,Very good,60.9,,5.9x5.98x3.62,Excellent,DR Congo,Round,Very good,,3,,0.0,0.0,5458.53,inf,0.0
9638,2.55,,SI1,J,Excellent,62.4,,8.7x8.74x5.44,Excellent,Canada,Oval,Excellent,58.0,2,,28034.45,0.0,40539.7,inf,0.0
9639,2.55,AGSL,VS2,L,Excellent,,,8.63x8.7x5.41,Excellent,Australia,Round,Excellent,,2,,22368.1,0.0,33486.65,inf,0.0
9640,2.02,AGSL,VS2,D,Excellent,62.2,False,8.04x8.08x5.01,Excellent,Russia,Round,Excellent,58.0,2,,44536.39333333333,0.0,69996.54541666666,inf,0.0
9641,2.02,AGSL,SI2,F,Excellent,,,8.02x8.08x5,Very good,Russia,Princess,Very good,,3,,25220.625,0.0,34508.26666666667,inf,0.0
9642,2.02,AGSL,SI1,I,Very good,62.3,,8.06x8.12x5.04,Excellent,Russia,Oval ,Excellent,,2,,19790.755833333333,0.0,27868.644583333335,inf,0.0
9643,2.02,AGSL,VS2,D,Excellent,60.5,,8.14x8.19x4.94,Excellent,Russia,Round,Excellent,,2,,44536.39333333333,0.0,69996.54541666666,inf,0.0
9644,2.01,AGSL,SI1,K,Excellent,60.2,,8.14x8.19x4.91,Excellent,Botswana,Round,Excellent,59.0,3,,14684.9,14684.9,21892.65,0.4908273124093458,14684.9
9645,2.01,AGSL,SI2,H,Excellent,61.6,,8.01x8.11x4.97,Excellent,Russia,Round,Very good,59.0,4,,21922.349761904752,0.0,29156.81751984127,inf,0.0
9646,2.01,AGSL,SI1,J,Excellent,61.6,,8.08x8.12x4.99,Excellent,Botswana,Oval,Excellent,,3,,18066.054444444442,0.0,25876.02666666667,inf,0.0
9647,2.01,AGSL,SI2,E,Excellent,61.9,,8.06x8.09x5,Excellent,Canada,Round,Excellent,,2,,27426.155357142863,0.0,35096.62404761904,inf,0.0
9648,2.01,AGSL,SI1,J,Excellent,,,8.07x8.09x5.01,Excellent,Angola,Round,Excellent,59.0,3,,0.0,0.0,7169.7,inf,0.0
9649,3.01,AGSL,SI1,E,Excellent,62.0,,9.22x9.27x5.73,Excellent,DR Congo,Round,Excellent,57.0,2,,0.0,0.0,43141.75833333333,inf,0.0
9650,3.01,GemEx,SI2,F,Excellent,62.0,False,9.23x9.27x5.73,Excellent,South Africa,Radiant,Excellent,,2,,56289.1,0.0,82264.65,inf,0.0
9651,3.01,AGSL,SI2,J,Very good,63.5,,9.06x9.14x5.78,Excellent,South Africa,Princess,Excellent,,2,,44696.5,0.0,49464.075,inf,0.0
9652,2.43,AGSL,SI2,E,Excellent,62.1,,8.56x8.6x5.33,Excellent,Angola,Round,Excellent,57.0,4,,0.0,0.0,37584.575,inf,0.0
9653,3.01,AGSL,SI1,G,Excellent,60.0,,9.38x9.42x5.64,Excellent,Russia,Radiant,Excellent,58.0,2,,56168.45,0.0,89457.9,inf,0.0
9654,3.01,GemEx,VS2,G,Excellent,62.5,,9.18x9.2x5.75,Excellent,Australia,Radiant,Very good,58.0,2,,68903.35,0.0,95298.75,inf,0.0
9655,2.11,AGSL,VS2,E,Excellent,60.1,,8.31x8.34x5,Excellent,Angola,Round,Excellent,59.0,2,,0.0,0.0,60565.7,inf,0.0
9656,1.72,AGSL,SI1,I,Very good,59.7,,7.79x7.7x4.62,Very good,Botswana,Oval,Good,,2,,17662.117619047618,0.0,24790.643273809532,inf,0.0
9657,1.78,AGSL,VS2,G,Good,,,8.12x8.05x4.62,Very good,DR Congo,Radiant,Good,62.0,4,,0.0,0.0,28337.775,inf,0.0
9658,2.02,AGSL,SI2,H,Excellent,60.3,,8.17x8.16x4.92,Excellent,Russia,Round,Excellent,60.0,4,,25429.434999999994,0.0,31826.710833333338,inf,0.0
9659,0.6,AGSL,SI1,H,Very good,63.4,,5.33x5.35x3.38,Very good,Botswana,Round,Very good,56.0,1,,1958.655,0.0,3079.558333333334,inf,0.0
9660,0.6,AGSL,VS1,F,Good,60.5,,5.37x5.41x3.26,Very good,Botswana,Round,Very good,62.0,1,,2364.7508333333335,0.0,3894.274166666667,inf,0.0
9661,2.04,AGSL,IF,M,Very good,62.4,,8.09x8.05x5.04,Excellent,Russia,Round,Excellent,,2,,19109.3,0.0,33866.4,inf,0.0
9662,1.5,,SI2,E,Excellent,,,7.3x7.26x4.54,Excellent,Angola,Marquise,Excellent,58.0,4,,0.0,0.0,16202.5125,inf,0.0
