id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
9352,2.76,AGSL,VS2,D, ,62.2,,8.95x9.01x5.58,Excellent,DR Congo,Round,Excellent,58.0,2,,8920.035
9353,4.05,AGSL,VS2,I, ,62.7,,10.13x10.18x6.36, ,Russia,Oval, ,57.0,2,,89289.05
9354,5.51,AGSL,SI2,J, ,62.8,,11.19x11.27x7.05,Excellent,Botswana,Round,Excellent,56.0,2,,112501.2
9355,3.01,AGSL,VS2,E, ,62.7,,9.17x9.22x5.77,Excellent,Australia,Asscher,Excellent,56.0,2,,71692.55
9356,3.08,AGSL,VS1,E, ,,,9.26x9.3x5.79,Excellent,Russia,Princess,Excellent,,2,,99090.39
9357,4.01,AGSL,VS2,H, ,,,10.06x10.17x6.33,Excellent,Russia,Emerald,Very good,,2,,79113.85
9358,5.03,AGSL,SI1,I, ,,,10.86x10.96x6.82,Excellent,DR Congo,Round,Very good,,2,,18400.135
9359,4.29,AGSL,VS1,I, ,62.9,,10.34x10.38x6.52,Excellent,DR Congo,Round,Excellent,55.0,2,,10853.465
9360,7.01,GemEx,SI2,K, ,62.4,,12.2x12.23x7.62,Excellent,DR Congo,Marquise,Very good,56.0,2,,64393.24
9361,4.01,AGSL,VS2,G, ,62.9,,10.05x10.15x6.35,Excellent,Botswana,Asscher,Excellent,,2,,111641.55
9362,3.02,AGSL,VS1,E, ,59.6,,9.41x9.47x5.63,Excellent,Russia,Asscher,Excellent,,2,,97361.84
9363,7.17,AGSL,SI1,K, ,60.2,,12.52x12.56x7.55,Excellent,Botswana,Round,Excellent,60.0,2,,233447.05
9364,7.12,AGSL,SI1,J, ,60.8,,12.41x12.44x7.55,Excellent,South Africa,Round,Excellent,,2,,249975.4
9365,3.24,AGSL,IF,F, ,61.7,,9.49x9.53x5.87, ,Russia,Round, ,59.0,2,,180128.9
9366,6.62,AGSL,SI2,H, ,,True,12.03x12.1x7.47,Excellent,DR Congo,Round,Excellent,,2,,106496.095
9367,4.02,AGSL,VS2,E, ,63.1,True,10.1x10.13x6.38,Excellent,Angola,Round,Excellent,56.0,2,,12541.045
9368,7.34,AGSL,SI1,H, ,60.7,,12.55x12.58x7.62,Excellent,Botswana,Round,Excellent,,2,,304857.5
9369,10.04,AGSL,SI2,K, ,62.3,,13.83x13.72x8.58,Excellent,Botswana,Emerald,Very good,58.0,2,,234866.56
9370,5.09,AGSL,VS2,E, ,,,11.18x11.22x6.73,Excellent,Russia,Marquise,Excellent,58.0,2,,162284.9
9371,7.71,AGSL,VS2,H, ,61.4,,12.65x12.75x7.8,Excellent,Other/Unknown,Princess,Excellent,59.0,2,,386308.9
9372,6.53,AGSL,VS2,F, ,61.2,,12.01x12.06x7.37,Excellent,Australia,Round,Excellent,58.0,2,,261741.45
9373,3.72,AGSL,IF,D, ,,,10.06x10.09x6.1,Excellent,DR Congo,Round,Excellent,,2,,119723.8
9374,2.01,AGSL,SI2,J,Very good,63.9,,7.9x7.96x5.07,Excellent,Australia,Oval,Excellent,57.0,4,,14894.791666666668
9375,0.72,AGSL,SI2,E,Very good,63.3,,5.65x5.69x3.59,Excellent,Russia,Round,Excellent,56.0,2,,3291.695
9376,1.53,AGSL,VS2,G,Very good,63.9,,7.19x7.21x4.6,Very good,Botswana,Round,Very good,57.0,4,,18982.588333333333
9377,1.53,AGSL,VS2,D,Excellent,,,7.39x7.42x4.56,Excellent,Australia,Round,Excellent,59.0,2,,24750.26666666667
9378,1.24,AGSL,SI2,H,Very good,63.0,,6.8x6.72x4.26,Very good,South Africa,Round,Very good,59.0,2,,7174.025
9379,0.9,AGSL,SI2,E,Very good,63.7,,6.07x6.02x3.85,Excellent,Russia,Radiant,Very good,,3,,5316.33778409091
9380,3.09,AGSL,SI2,K,Excellent,,,9.31x9.37x5.79,Excellent,Botswana,Princess,Excellent,57.0,2,,29573.28333333333
9381,1.54,AGSL,SI1,D,Excellent,62.3,,7.42x7.38x4.61,Excellent,Angola,Radiant,Excellent,56.0,4,,1986.1
9382,1.54,AGSL,SI1,I,Excellent,,,7.33x7.38x4.61,Excellent,DR Congo,Round,Excellent,,4,,1238.2583333333334
9383,1.54,AGSL,VS2,H,Very good,59.9,False,7.61x7.55x4.54,Very good,South Africa,Round,Good,58.0,4,,16851.325
9384,3.03,,SI2,G,Excellent,,,9.21x9.25x5.8,Excellent,Russia,Emerald,Excellent,58.0,2,,38006.87500000001
9385,1.28,AGSL,VS2,L,Excellent,61.5,,6.94x6.96x4.28,Excellent,Angola,Radiant,Excellent,,1,,623.115
9386,1.28,AGSL,SI1,I,Excellent,60.4,,7.04x7.06x4.26,Excellent,Angola,Pear,Excellent,,2,,908.65875
9387,1.28,AGSL,SI1,H,Excellent,,,6.92x6.95x4.31,Excellent,Australia,Round,Excellent,56.0,2,,9513.320833333333
9388,2.02,AGSL,SI1,I,Excellent,62.1,,8.08x8.11x5.03,Excellent,Zimbabwe,Round,Excellent,57.0,2,,1837.0189642857142
9389,3.41,AGSL,SI1,H,Very good,,,9.54x9.59x6,Excellent,Russia,Round,Excellent,57.0,2,,59251.15
9390,1.21,,SI2,H,Excellent,59.1,,6.96x7.01x4.13,Excellent,Angola,Round,Excellent,,3,,711.6489166666668
9391,3.3,AGSL,SI1,H,Excellent,62.7,,9.45x9.5x5.94,Excellent,Australia,Round,Excellent,57.0,2,,59479.6
9392,3.25,AGSL,VS2,F,Excellent,61.8,,9.5x9.56x5.89,Excellent,Russia,Round,Excellent,57.0,2,,113005.5
9393,0.96,AGSL,SI2,D,Excellent,62.4,,6.26x6.29x3.92,Very good,Russia,Princess,Excellent,57.0,3,,7070.270833333334
9394,0.96,AGSL,SI2,F,Excellent,61.8,,6.28x6.32x3.9,Excellent,Botswana,Princess,Excellent,59.0,2,,5860.470773809523
9395,3.14,AGSL,VVS1,F,Excellent,62.3,,9.32x9.36x5.82,Excellent,DR Congo,Emerald,Excellent,58.0,2,,15760.255
9396,3.2,AGSL,SI2,J,Excellent,62.2,,9.38x9.44x5.85,Excellent,Botswana,Round,Excellent,57.0,2,,39582.1
9397,3.12,AGSL,SI1,H,Excellent,61.2,,9.38x9.43x5.76,Excellent,Canada,Round,Excellent,59.0,2,,54514.8
9398,3.14,AGSL,SI2,J,Excellent,,,9.33x9.38x5.84,Excellent,Russia,Pear,Excellent,56.0,2,,37068.2
9399,3.11,AGSL,VS2,I,Excellent,62.8,,9.27x9.33x5.84,Excellent,Russia,Round,Excellent,56.0,2,,64159.63333333333
9400,0.69,AGSL,VVS2,J,Very good,,,5.7x5.77x3.45,Good,Russia,Pear,Good,60.0,1,,1661.75
9401,3.16,AGSL,VS2,I,Excellent,61.6,,9.39x9.42x5.79,Excellent,Russia,Round,Excellent,,2,,64219.325
9402,3.16,GemEx,VS2,H,Excellent,60.7,False,9.51x9.55x5.78,Excellent,DR Congo,Round,Excellent,59.0,2,,8163.777499999999
9403,3.16,AGSL,IF,D,Excellent,62.2,,9.37x9.41x5.84,Excellent,South Africa,Emerald,Excellent,,2,,324223.4
9404,1.56,,VS2,E,Excellent,60.7,,7.52x7.54x4.57,Very good,Canada,Round,Excellent,56.0,4,,23917.16666666667
9405,1.56,GemEx,SI1,F,Excellent,,,7.41x7.42x4.63,Excellent,South Africa,Round,Excellent,,2,,16462.458333333336
9406,0.87,AGSL,VS2,D,Very good,58.0,,6.33x6.4x3.69,Very good,Australia,Emerald,Very good,61.0,3,,6389.000833333333
9407,0.43,AGSL,SI2,E,Very good,63.9,,4.72x4.76x3.03,Excellent,Russia,Princess,Very good,56.0,1,,1073.1416666666667
9408,1.53,,SI2,I,Excellent,61.0,,7.43x7.39x4.52,Excellent,Russia,Round,Excellent,,1,,9980.591666666667
9409,1.24,AGSL,VVS2,I,Excellent,59.7,,7.01x7.03x4.19,Excellent,Russia,Round,Very good,60.0,2,,8736.829166666666
9410,1.09,AGSL,SI2,E,Excellent,62.4,,6.57x6.59x4.1,Excellent,Botswana,Emerald,Excellent,,1,,9215.5
9411,1.24,AGSL,SI1,I,Very good,59.0,,6.98x7.06x4.14,Very good,Russia,Round,Very good,64.0,2,,8392.424166666668
9412,1.23,AGSL,VS1,J,Very good,64.2,,6.67x6.7x4.29,Excellent,Russia,Round,Excellent,,4,,7280.542499999999
9413,1.23,AGSL,VS1,J,Excellent,,,6.83x6.86x4.27,Excellent,Angola,Round,Excellent,56.0,2,,687.96
9414,0.71,AGSL,SI1,E,Excellent,62.0,False,5.68x5.72x3.54,Excellent,Botswana,Round,Excellent,56.0,2,,3360.425436507936
9415,1.01,,VS2,J,Excellent,61.4,,6.41x6.51x3.97,Very good,Russia,Radiant,Very good,59.0,1,,5415.2679761904765
9416,1.01,AGSL,I1,G,Excellent,60.5,,6.5x6.52x3.94,Excellent,Canada,Princess,Excellent,,2,,5424.658333333333
9417,0.56,AGSL,SI1,G,Excellent,62.7,,5.23x5.26x3.29,Excellent,Canada,Round,Excellent,,1,,1829.45
9418,2.01,AGSL,SI2,I,Very good,63.6,,8.01x7.96x5.08,Very good,Australia,Round,Excellent,55.0,3,,19277.99166666667
9419,0.91,AGSL,SI2,G,Very good,63.4,,6.14x6.18x3.9,Excellent,Russia,Radiant,Very good,54.0,2,,5182.583333333333
9420,1.22,AGSL,SI1,G,Excellent,62.5,,6.81x6.83x4.26,Excellent,Botswana,Princess,Excellent,55.0,2,,9907.66
9421,0.42,AGSL,VS2,I,Excellent,61.1,,4.83x4.86x2.96,Excellent,South Africa,Round,Excellent,56.0,1,,886.43125
9422,0.42,AGSL,SI2,E,Excellent,62.3,,4.75x4.8x2.98,Very good,Australia,Round,Very good,,1,,966.7758333333335
9423,1.22,AGSL,SI2,G,Very good,58.3,,6.99x7.01x4.09,Very good,Australia,Princess,Very good,,3,,8627.666666666668
9424,2.0,AGSL,SI1,J,Very good,64.1,,7.83x7.95x5.06,Excellent,Botswana,Round,Very good,,2,,17169.31111111111
9425,2.0,AGSL,SI2,J,Very good,,,7.79x7.85x5.05,Excellent,Russia,Round,Excellent,,2,,16450.895833333332
9426,2.86,AGSL,VS1,M,Excellent,61.3,,9.07x9.13x5.58,Excellent,Russia,Emerald,Excellent,60.0,4,,41005.69
9427,0.67,AGSL,VS1,I,Very good,57.2,,5.78x5.87x3.33,Good,South Africa,Round,Good,60.0,2,,2554.0208333333335
9428,2.8,AGSL,VS1,I,Excellent,61.2,,9.08x9.11x5.56,Excellent,Russia,Round,Excellent,60.0,2,,42610.4
9429,0.81,AGSL,SI1,E,Excellent,62.1,False,5.97x5.98x3.71,Excellent,Botswana,Round,Excellent,56.0,1,,4590.595714285714
9430,0.81,AGSL,SI2,D,Excellent,62.2,,5.92x5.97x3.7,Excellent,South Africa,Round,Excellent,,1,,4322.778333333334
9431,0.81,AGSL,SI1,G,Very good,62.4,,5.97x5.94x3.72,Excellent,Russia,Radiant,Excellent,58.0,1,,3830.25
9432,1.21,AGSL,VS1,G,Excellent,61.7,,6.82x6.86x4.22,Excellent,Russia,Round,Excellent,58.0,2,,12165.905674603175
9433,1.21,AGSL,SI2,E,Excellent,62.6,,6.77x6.81x4.25,Excellent,Russia,Princess,Excellent,,2,,9075.45
9434,1.21,AGSL,SI1,I,Excellent,60.4,,6.87x6.91x4.16,Excellent,Russia,Round,Excellent,59.0,2,,8798.985833333332
9435,1.21,AGSL,SI2,D,Excellent,62.2,,6.83x6.85x4.25,Excellent,Russia,Round,Excellent,55.0,3,,10413.333333333334
9436,1.21,AGSL,SI2,J,Excellent,62.5,,6.81x6.83x4.26,Excellent,Russia,Round,Excellent,,3,,6666.294444444445
9437,2.7,AGSL,VS1,I,Excellent,62.6,,8.86x8.91x5.56,Excellent,Australia,Oval,Excellent,56.0,2,,39172.0
9438,1.93,AGSL,SI1,G,Very good,,,7.9x7.93x4.95,Excellent,Botswana,Round,Excellent,58.0,2,,22371.1
9439,0.5,AGSL,SI2,F,Very good,62.8,,5.02x5.05x3.16,Very good,Russia,Round,Excellent,60.0,1,,1414.45005952381
9440,0.5,AGSL,SI1,F,Very good,63.3,,5x5.03x3.17,Very good,Canada,Round,Excellent,,2,,1646.9917857142857
9441,0.5,AGSL,SI2,D,Good,63.0,,5x5.02x3.15,Very good,Canada,Round,Good,,1,,1488.486746031746
9442,0.5,AGSL,SI2,E,Excellent,62.0,,5.13x5.15x3.19,Excellent,South Africa,Round,Excellent,54.0,1,,1463.58
9443,3.01,AGSL,SI2,I,Excellent,,,9.47x9.48x5.53,Excellent,Angola,Round,Excellent,61.0,2,,4203.895
9444,3.0,AGSL,VS2,I,Very good,60.3,False,9.21x9.4x5.61,Very good,Botswana,Radiant,Good,61.0,2,,50333.7325
9445,0.71,AGSL,I1,G,Good,63.4,,5.62x5.65x3.57,Excellent,South Africa,Round,Good,63.0,1,,2457.8416666666667
9446,0.71,AGSL,SI2,H,Very good,,,5.75x5.66x3.53,Good,Russia,Round,Good,57.0,1,,2518.643333333333
9447,0.71,AGSL,VS2,I,Excellent,,False,5.74x5.7x3.5,Excellent,Other/Unknown,Round,Excellent,61.0,1,,2776.3416666666662
9448,1.05,AGSL,VS2,H,Good,58.1,,6.62x6.69x3.87,Good,Canada,Round,Good,,2,,8250.7
9449,1.01,AGSL,SI1,G,Excellent,60.7,,6.46x6.51x3.93,Excellent,Canada,Radiant,Very good,61.0,1,,7405.174166666668
9450,1.01,,SI1,L,Very good,60.1,,6.46x6.44x3.88,Very good,Botswana,Round,Excellent,60.0,1,,4949.416666666667
9451,1.01,AGSL,SI2,H,Excellent,60.5,,6.49x6.52x3.93,Excellent,Russia,Princess,Excellent,60.0,2,,5609.363547826657
9452,1.01,,SI2,G,Excellent,,,6.39x6.42x4.01,Excellent,Botswana,Round,Very good,57.0,1,,6695.076235390426
9453,1.01,AGSL,SI2,H,Excellent,,,6.37x6.43x4.02,Excellent,Russia,Princess,Very good,57.0,1,,5609.363547826657
9454,1.01,AGSL,SI2,I,Very good,63.2,,6.37x6.33x4.01,Very good,Other/Unknown,Radiant,Excellent,56.0,2,,4306.630198518802
9455,1.07,AGSL,VS1,T,Very good,60.0,False,6.6x6.67x3.98,Good,Botswana,Round,Very good,59.0,1,,8092.645833333334
9456,1.07,AGSL,SI2,I,Excellent,60.7,,6.6x6.63x4.01,Excellent,Australia,Emerald,Excellent,59.0,1,,5706.643333333333
9457,1.07,AGSL,SI2,H,Excellent,60.4,,6.59x6.63x3.99,Excellent,Botswana,Radiant,Excellent,61.0,3,,7102.02
9458,0.54,AGSL,SI1,H,Very good,62.6,False,5.13x5.16x3.22,Very good,Russia,Round,Very good,59.0,1,,1717.425
9459,2.73,AGSL,SI2,J,Very good,,False,8.88x8.83x5.61,Very good,Russia,Oval,Excellent,,4,,31258.525
9460,2.64,AGSL,VS1,I,Excellent,63.0,,8.77x8.85x5.55,Excellent,Russia,Radiant,Excellent,55.0,2,,42049.95
9461,0.54,AGSL,VS1,F, ,63.7,,5.16x5.11x3.27,Good,Canada,Radiant,Good,55.0,1,,2415.225
9462,0.54,AGSL,VS1,K,Very good,62.7,,5.19x5.18x3.25,Excellent,DR Congo,Princess,Excellent,57.0,1,,148.565
9463,0.54,GemEx,VS2,I,Very good,59.9,,5.34x5.28x3.18,Excellent,South Africa,Round,Excellent,58.0,1,,1659.5399999999997
9464,1.9,AGSL,SI1,I,Very good,63.0,,7.81x7.82x4.92,Very good,Botswana,Emerald,Very good,59.0,2,,19127.75
9465,2.24,AGSL,VS1,H,Excellent,61.8,,8.37x8.4x5.18,Excellent,Botswana,Round,Excellent,57.0,2,,33230.9175
9466,1.51,AGSL,SI1,H,Excellent,62.8,,7.29x7.33x4.59,Excellent,Russia,Round,Excellent,57.0,3,,15025.032440476192
9467,1.51,,SI2,J,Very good,63.8,,7.15x7.22x4.59,Very good,Other/Unknown,Round,Very good,57.0,4,,10379.716666666667
9468,1.51,AGSL,SI2,I,Very good,,,7.13x7.18x4.59,Excellent,Russia,Round,Excellent,57.0,2,,9812.748214285713
9469,1.21,AGSL,SI2,H,Excellent,63.1,,6.75x6.79x4.27,Excellent,Russia,Round,Very good,,3,,7750.0775
9470,1.21,,SI2,H,Very good,59.4,,6.96x6.99x4.15,Excellent,Canada,ROUND,Excellent,58.0,4,,7760.525
9471,1.06,GemEx,SI2,I,Very good,62.9,False,6.48x6.44x4.06,Excellent,DR Congo,Round,Excellent,55.0,2,,554.1874166666666
9472,2.59,AGSL,SI2,E,Excellent,,,8.82x8.54x5.44,Excellent,Botswana,Oval ,Excellent,,4,,47902.65
9473,5.01,AGSL,SI2,K,Very good,62.0,,10.85x10.93x6.75,Excellent,South Africa,Marquise,Very good,58.0,2,,105020.65
9474,2.54,,SI2,I,Excellent,61.9,,8.73x8.75x5.41,Excellent,DR Congo,Emerald,Excellent,,2,,2931.58
9475,0.63,AGSL,VVS1,F,Excellent,59.0,,5.58x5.67x3.32,Very good,Russia,Round,Very good,,1,,2937.0
9476,0.63,AGSL,VS1,D,Very good,58.5,,5.61x5.68x3.31,Very good,Botswana,Round,Good,63.0,2,,3006.6
9477,0.63,AGSL,VS2,K,Good,60.3,,5.49x5.56x3.33,Good,South Africa,Round,Good,,1,,1497.95
9478,2.53,AGSL,SI2,J,Very good,,,8.5x8.58x5.49,Excellent,Australia,Princess,Very good,59.0,2,,24172.9125
9479,0.8,AGSL,SI2,F,Very good,,,5.9x5.88x3.69,Very good,Australia,Round,Very good,59.0,2,,3815.125
9480,0.8,AGSL,SI2,E,Very good,63.1,,5.83x5.87x3.69,Very good,Russia,Emerald,Very good,59.0,1,,3316.748333333333
9481,1.06,AGSL,VS2,G, ,62.0,,6.56x6.53x4.06,Very good,Other/Unknown,Round,Excellent,56.0,2,,9239.667619047617
9482,1.2,AGSL,SI1,G,Excellent,62.1,,6.79x6.83x4.23,Very good,South Africa,Pear,Excellent,56.0,4,,12037.291666666664
9483,1.2,AGSL,SI2,J,Excellent,,,6.79x6.82x4.24,Excellent,Botswana,Asscher,Excellent,,2,,5783.781666666668
9484,1.2,GemEx,SI2,J,Very good,62.6,,6.75x6.73x4.22,Excellent,Russia,Pear,Excellent,56.0,2,,6703.472420634921
9485,1.51,AGSL,SI2,E,Excellent,60.4,,7.43x7.39x4.48,Very good,Russia,Round,Excellent,60.0,2,,16908.435
9486,1.0,AGSL,SI2,F,Excellent,60.6,,6.44x6.49x3.92,Excellent,Angola,Princess,Very good,57.0,2,,627.5015
9487,1.0,AGSL,SI2,H,Excellent,,,6.42x6.39x3.98,Very good,Russia,Round,Excellent,,3,,5521.857488275613
9488,1.0,AGSL,SI2,I,Excellent,62.8,,6.37x6.4x4.01,Excellent,South Africa,Round,Excellent,55.0,1,,4576.714880952381
9489,1.0,GemEx,VS1,G,Excellent,,,6.32x6.38x4,Very good,South Africa,Round,Very good,55.0,2,,7448.563333333333
9490,1.0,GemEx,SI1,E,Very good,,,6.27x6.33x4,Very good,Australia,Round,Very good,,2,,6590.540952380951
9491,1.0,AGSL,SI2,E,Good,64.8,,6.23x6.28x4.06,Excellent,Australia,Oval ,Good,,1,,5255.292916666667
9492,1.0,AGSL,SI1,E,Very good,61.9,,6.37x6.44x3.96,Very good,Australia,Emerald,Good,53.0,4,,6590.540952380951
9493,1.0,AGSL,VVS2,K,Very good,58.0,,6.53x6.56x3.8,Very good,Russia,Round,Good,62.0,1,,5950.25
9494,1.0,AGSL,SI2,F,Very good,58.8,,6.51x6.56x3.85,Very good,DR Congo,Emerald,Excellent,,2,,603.5497142857143
9495,1.0,AGSL,SI2,H,Very good,,,6.41x6.45x3.9,Excellent,Australia,Emerald,Very good,,3,,5363.464821428572
9496,1.0,AGSL,SI1,E,Very good,62.4,True,6.32x6.38x3.97,Excellent,Angola,Radiant,Very good,58.0,3,,756.2961666666666
9497,0.41,AGSL,SI1,H,Excellent,62.8,,4.75x4.77x2.99,Excellent,Canada,Princess,Excellent,56.0,1,,917.8200000000002
9498,0.41,AGSL,SI2,D,Excellent,,True,4.78x4.8x2.95,Very good,DR Congo,Radiant,Excellent,,1,,114.095
9499,0.41,AGSL,SI1,H,Excellent,,False,4.81x4.84x2.92,Excellent,Russia,Marquise,Excellent,58.0,1,,907.2785714285714
9500,0.41,GemEx,VVS2,M,Excellent,,,4.87x4.91x2.94,Excellent,Canada,Round,Excellent,59.0,1,,605.45
9501,1.86,AGSL,VS2,G, ,62.6,,7.78x7.83x4.89,Very good,Australia,Princess,Excellent,,2,,25723.208333333336
9502,2.58,AGSL,VVS2,F,Good,57.4,,9.14x9.21x5.26,Very good,South Africa,Radiant,Good,58.0,4,,57836.25
9503,2.79,AGSL,SI1,G,Excellent,62.5,,8.93x8.97x5.59,Excellent,Australia,Marquise,Excellent,57.0,2,,38059.25
9504,1.25,AGSL,SI2,J,Excellent,63.1,,6.89x6.85x4.33,Excellent,Botswana,Cushion,Excellent,,2,,6976.4
9505,0.43,AGSL,VS1,H,Excellent,61.6,,4.87x4.84x2.99,Excellent,Australia,Round,Excellent,57.0,1,,1112.7375
9506,0.43,AGSL,VS2,J,Excellent,61.9,,4.87x4.82x3,Excellent,Canada,Round,Excellent,58.0,1,,778.475
9507,2.01,,SI2,H,Excellent,,,8.12x8.17x4.98,Excellent,Russia,Princess,Excellent,,2,,21922.349761904752
9508,2.01,AGSL,SI1,H,Excellent,62.3,False,8.03x8.08x5.02,Excellent,Russia,Princess,Excellent,59.0,2,,24634.21523809524
9509,1.36,AGSL,VS2,L,Excellent,58.0,False,7.05x7.21x4.14,Good,DR Congo,Round,Fair,43.0,3,,703.245
9510,1.66,AGSL,VS1,G,Excellent,62.2,False,7.54x7.58x4.7,Excellent,Russia,Round,Excellent,57.0,2,,24876.275
9511,1.02,AGSL,SI2,H,Very good,,,6.6x6.61x3.9,Excellent,Botswana,Round,Very good,,3,,5722.215833333333
9512,1.3,AGSL,VS1,F,Very good,60.0,,7.05x7.08x4.24,Very good,Russia,Round,Good,62.0,3,,16204.736428571427
9513,1.89,AGSL,IF,D,Excellent,62.4,,7.88x7.95x4.94,Excellent,DR Congo,Round,Excellent,,2,,4550.41
9514,1.89,AGSL,SI1,I,Excellent,59.8,,8.03x8.06x4.81,Excellent,South Africa,Princess,Excellent,60.0,2,,18694.6
9515,3.06,AGSL,SI2,H,Very good,62.2,,9.24x9.3x5.77,Excellent,Australia,Round,Very good,,2,,45737.35
9516,5.06,AGSL,SI2,K,Very good,63.9,,10.74x10.84x6.9,Excellent,Canada,Round,Very good,,2,,82386.05
9517,0.63,AGSL,SI2,F,Excellent,61.3,False,5.52x5.47x3.37,Excellent,Russia,Round,Excellent,59.0,2,,1890.2533333333333
9518,0.63,AGSL,VS1,E,Good,59.8,,5.52x5.59x3.32,Good,Russia,Round,Good,,1,,3196.45
9519,0.43,AGSL,SI1,D,Very good,59.3,,4.98x4.95x2.95,Very good,Australia,Pear,Very good,60.0,1,,1296.7666666666667
9520,0.43,AGSL,SI1,H,Very good,,False,5.01x4.97x2.95,Very good,Other/Unknown,Oval,Excellent,62.0,1,,960.325
9521,0.43,AGSL,VS2,E,Very good,58.2,,4.92x4.96x2.87,Very good,Russia,Round,Good,,1,,1358.8
9522,1.77,AGSL,VS1,F,Excellent,62.5,,7.68x7.73x4.82,Excellent,Russia,Round,Excellent,58.0,2,,31787.9
9523,3.51,AGSL,SI1,I,Excellent,,False,9.92x9.94x5.89,Excellent,DR Congo,Oval,Excellent,60.0,2,,6364.635
9524,0.61,,SI1,D,Excellent,62.6,,5.42x5.45x3.4,Excellent,Botswana,Round,Excellent,56.0,1,,2449.589226190476
9525,1.76,AGSL,VVS1,J,Excellent,,,7.76x7.79x4.77,Excellent,Canada,Emerald,Excellent,,4,,16700.675
9526,1.05,GemEx,SI2,H,Excellent,62.0,,6.5x6.47x4.02,Excellent,DR Congo,Round,Excellent,,1,,616.7649166666666
9527,0.8,AGSL,SI1,D,Very good,63.5,,5.83x5.81x3.68,Excellent,Botswana,Round,Excellent,56.0,1,,4675.2
9528,0.8,,SI1,E,Very good,,,5.96x5.93x3.66,Very good,Angola,Round,Very good,,1,,469.58
9529,0.8,GemEx,VS1,F,Excellent,,,6x5.96x3.65,Very good,Russia,ROUND,Excellent,,1,,5297.535
9530,2.04,AGSL,SI1,J,Excellent,62.3,,8.12x8.09x5.05,Excellent,Botswana,Radiant,Excellent,56.0,2,,20433.210000000003
9531,0.62,,SI1,E,Excellent,61.9,,5.48x5.49x3.4,Excellent,Russia,Round,Excellent,,1,,2435.1055357142855
9532,0.62,AGSL,SI1,F,Very good,61.4,,5.42x5.45x3.34,Very good,DR Congo,Round,Excellent,57.0,1,,242.69
9533,1.85,AGSL,SI1,F,Excellent,62.3,,7.8x7.83x4.87,Excellent,Russia,Emerald,Excellent,56.0,2,,22807.5
9534,1.85,AGSL,VS2,D,Excellent,62.4,,7.8x7.85x4.88,Excellent,Canada,Round,Excellent,56.0,2,,31244.35
9535,1.85,AGSL,VS1,E,Excellent,62.4,,7.81x7.85x4.88,Excellent,Russia,Emerald,Excellent,59.0,2,,32353.156666666666
9536,1.85,AGSL,I1,H,Good,59.5,,7.89x7.99x4.72,Good,Botswana,Round,Good,66.0,2,,22076.71
9537,2.31,AGSL,SI2,J,Excellent,62.3,,8.41x8.45x5.25,Excellent,Australia,Emerald,Excellent,57.0,2,,21775.3
9538,0.8,GemEx,SI1,F,Excellent,62.9,,5.92x5.9x3.72,Excellent,DR Congo,Round,Excellent,55.0,1,,380.2806666666667
9539,0.52,AGSL,SI2,F,Excellent,63.1,False,5.1x5.13x3.23,Excellent,Angola,Marquise,Excellent,54.0,1,,141.54333333333335
9540,3.02,AGSL,SI2,D,Excellent,62.9,,9.19x9.27x5.8,Excellent,Canada,Round,Very good,55.0,2,,66365.8
9541,3.02,AGSL,VS1,G,Excellent,61.1,,9.31x9.33x5.69,Excellent,Canada,Round,Excellent,,2,,75846.675
9542,3.02,AGSL,VS2,H,Excellent,62.0,,9.23x9.27x5.73,Excellent,Canada,Round,Excellent,,2,,67898.55
9543,0.7,AGSL,VS1,I,Very good,63.2,,5.55x5.62x3.53,Very good,Botswana,Round,Very good,56.0,2,,2766.691666666667
9544,0.79,AGSL,VS2,F,Excellent,62.9,,5.9x5.84x3.69,Excellent,Zimbabwe,Round,Excellent,58.0,1,,398.7473333333333
9545,1.75,AGSL,VS2,H,Excellent,61.5,,7.7x7.75x4.75,Excellent,South Africa,Asscher,Excellent,58.0,2,,18400.66
9546,1.75,AGSL,SI1,I,Excellent,,False,7.67x7.71x4.79,Excellent,Russia,Asscher,Excellent,,4,,16238.55
9547,1.75,AGSL,VS2,H,Excellent,60.5,,7.78x7.82x4.72,Excellent,South Africa,Round,Excellent,,2,,18400.66
9548,0.61,AGSL,VS2,J,Excellent,,,5.56x5.54x3.29,Excellent,Botswana,Round,Very good,,1,,1518.3875
9549,0.61,AGSL,VS2,I,Very good,63.6,,5.31x5.35x3.39,Excellent,South Africa,Pear,Excellent,56.0,1,,1988.4783333333332
9550,0.79,AGSL,VS2,D,Excellent,61.6,False,5.92x5.98x3.67,Very good,Botswana,Marquise,Very good,58.0,3,,5174.727499999999
9551,0.79,AGSL,SI1,F,Very good,57.9,,6.07x6.16x3.54,Very good,Botswana,Round,Good,59.0,1,,3499.0111111111114
9552,1.2,AGSL,SI2,E,Excellent,62.2,,6.74x6.79x4.21,Excellent,Botswana,Round,Very good,60.0,2,,10500.433333333332
9553,1.2,AGSL,SI2,I,Very good,62.9,True,6.69x6.72x4.22,Excellent,DR Congo,Round,Very good,57.0,2,,803.89
9554,0.5,AGSL,SI1,H,Good,61.5,,5.02x5.04x3.09,Good,DR Congo,Round,Good,,1,,143.04403571428574
